"carat","depth","table","price","x","y","z","cut"
0.7,61.1,57,2862,5.71,5.74,3.5,"Suitable"
0.71,62.6,55,2893,5.66,5.71,3.56,"Suitable"
0.7,60.5,58,2777,5.77,5.74,3.48,"Suitable"
1.02,61.7,56,2925,6.49,6.44,3.99,"Suitable"
0.82,62.5,56,2893,5.99,6.04,3.76,"Suitable"
0.83,62.1,58,3002,6.01,6.04,3.74,"Suitable"
0.22,61.6,58,404,3.93,3.89,2.41,"Suitable"
0.72,61.6,55,3002,5.78,5.77,3.56,"Suitable"
0.73,61.6,56,2846,5.79,5.84,3.58,"Suitable"
0.79,63.2,57,3081,5.81,5.86,3.69,"Suitable"
0.33,59.4,59,557,4.52,4.5,2.68,"Suitable"
0.71,61.8,59,2765,5.69,5.73,3.53,"Suitable"
0.8,60.6,56,3153,6.03,6.08,3.67,"Suitable"
0.7,62.5,58,2917,5.63,5.67,3.53,"Suitable"
0.71,62.9,57,2964,5.68,5.7,3.58,"Suitable"
0.8,62.1,54.4,2830,5.94,5.99,3.7,"Suitable"
0.76,61.2,57,3007,5.88,5.91,3.61,"Suitable"
0.73,60.9,57,3089,5.81,5.85,3.55,"Suitable"
0.7,62,61,2932,5.71,5.62,3.51,"Suitable"
0.72,62.1,59,3059,5.69,5.74,3.55,"Suitable"
0.76,61.4,56,2894,5.88,5.92,3.62,"Suitable"
0.9,60.7,61,3139,6.16,6.22,3.76,"Suitable"
0.9,61.9,61,3175,6.13,6.06,3.77,"Suitable"
0.7,60.4,58,3008,5.71,5.78,3.47,"Suitable"
0.81,61.3,59,2797,5.94,6.01,3.66,"Suitable"
0.53,61.6,56,2896,5.18,5.24,3.21,"Suitable"
0.84,61,56,2879,6.13,6.1,3.73,"Suitable"
0.76,62.2,59,2814,5.86,5.81,3.63,"Suitable"
0.76,60.3,60,3107,5.97,5.94,3.59,"Suitable"
0.7,62.7,54,3172,5.65,5.7,3.65,"Suitable"
0.31,61.3,55,558,4.37,4.34,2.67,"Suitable"
0.57,61.8,54,2974,5.33,5.35,3.3,"Suitable"
0.7,62.9,60,2782,5.62,5.54,3.51,"Suitable"
0.72,61.8,59,2931,5.71,5.74,3.54,"Suitable"
0.71,62.2,57,3081,5.74,5.7,3.56,"Suitable"
0.73,60.6,57,3089,5.84,5.87,3.55,"Suitable"
0.68,62.7,56,3143,5.56,5.6,3.5,"Suitable"
0.31,63.2,55,558,4.4,4.3,2.75,"Suitable"
0.7,63.2,60,3033,5.61,5.56,3.53,"Suitable"
0.79,63.3,56.3,3138,5.85,5.88,3.71,"Suitable"
0.9,63.8,56,3061,6.11,6.14,3.91,"Suitable"
0.7,60.9,56,2965,5.73,5.79,3.51,"Suitable"
0.75,62.3,58,2923,5.78,5.81,3.61,"Suitable"
0.7,62.3,58,2866,5.66,5.7,3.54,"Suitable"
0.9,59.8,62,2863,6.24,6.21,3.72,"Suitable"
0.72,61.7,56,3122,5.74,5.77,3.56,"Suitable"
0.71,62.7,57,2938,5.66,5.72,3.57,"Suitable"
0.71,62.3,56,2762,5.73,5.69,3.56,"Suitable"
0.81,61.3,56,3043,6.27,6.23,3.83,"Suitable"
0.75,62.3,57,2954,5.8,5.83,3.62,"Suitable"
0.77,61.4,56,2996,5.9,5.93,3.63,"Suitable"
0.77,61.5,55,2885,5.9,5.93,3.64,"Suitable"
0.72,62.3,56,2819,5.73,5.77,3.58,"Suitable"
0.34,62.2,54,556,4.47,4.5,2.79,"Suitable"
0.7,60.7,56,2872,5.72,5.75,3.48,"Suitable"
0.91,62.8,59,2905,6.19,6.14,3.87,"Suitable"
0.75,61.8,55,3171,5.81,5.84,3.6,"Suitable"
0.7,60.8,60,2822,5.74,5.71,3.48,"Suitable"
0.82,59.5,57,2870,6.12,6.09,3.63,"Suitable"
0.7,59.5,58,2838,5.85,5.75,3.45,"Suitable"
0.73,63.1,57,2808,5.74,5.7,3.61,"Suitable"
0.86,61.2,58,2905,6.1,6.16,3.75,"Suitable"
0.79,62.6,58,2827,5.96,5.9,3.71,"Suitable"
0.7,60.8,59,2928,5.67,5.71,3.46,"Suitable"
0.26,61.9,55,337,4.07,4.11,2.53,"Suitable"
1.06,60.3,58,3158,6.59,6.56,3.96,"Suitable"
0.73,62.2,56,2919,5.79,5.75,3.59,"Suitable"
0.86,61.8,55,2892,6.12,6.14,3.79,"Suitable"
0.3,60.1,55,554,4.41,4.38,2.64,"Suitable"
0.76,61.7,62,3064,5.85,5.82,3.6,"Suitable"
0.83,62,55,2915,6.03,6.06,3.74,"Suitable"
0.23,61,57,353,3.94,3.96,2.41,"Suitable"
0.34,62,56,555,4.5,4.53,2.8,"Suitable"
0.71,63.3,59,2768,5.52,5.61,3.52,"Suitable"
0.71,59.2,59,3161,5.86,5.8,3.45,"Suitable"
0.73,61.2,56,2835,5.89,5.81,3.58,"Suitable"
0.75,58.9,60,3105,5.99,5.97,3.52,"Suitable"
0.83,62.3,55,2790,6.02,6.05,3.76,"Suitable"
0.73,62.7,56,2961,5.75,5.73,3.6,"Suitable"
0.79,62.3,54,2862,5.97,5.91,3.7,"Suitable"
0.72,62.2,57,3167,5.74,5.67,3.55,"Suitable"
0.71,63.1,59,3096,5.64,5.67,3.57,"Suitable"
0.8,62.9,56,2760,5.94,5.87,3.72,"Suitable"
0.72,59.5,57,2863,5.91,5.86,3.5,"Suitable"
0.72,62,56,2879,5.76,5.73,3.56,"Suitable"
0.7,61.7,56,2979,5.74,5.71,3.53,"Suitable"
0.76,60.9,55,2838,5.92,5.94,3.61,"Suitable"
0.73,60.7,57,2939,5.76,5.83,3.52,"Suitable"
0.7,63.5,59,2838,5.53,5.49,3.5,"Suitable"
0.31,59.9,57,558,4.4,4.38,2.63,"Suitable"
0.31,60.8,60,558,4.42,4.37,2.67,"Suitable"
0.31,62.9,56,558,4.31,4.27,2.7,"Suitable"
0.7,62.6,58,3053,5.67,5.7,3.56,"Suitable"
0.31,62.4,57,558,4.35,4.31,2.7,"Suitable"
0.9,61.1,63,3160,6.12,6.19,3.76,"Suitable"
0.84,63.8,57,2885,5.95,6,3.81,"Suitable"
0.71,62.3,58,2823,5.71,5.66,3.54,"Suitable"
0.98,63.4,57,3091,6.41,6.32,4.04,"Suitable"
1.02,60.6,63,3141,6.46,6.52,3.93,"Suitable"
0.71,60.6,56,2911,5.76,5.8,3.5,"Suitable"
0.24,61.8,55,559,3.99,4.02,2.47,"Suitable"
0.81,61.2,60,3084,6,5.99,3.67,"Suitable"
0.7,62,57,3093,5.68,5.71,3.53,"Suitable"
0.7,60.7,62,2822,5.72,5.68,3.46,"Suitable"
0.75,61.6,57,2940,5.84,5.81,3.59,"Suitable"
0.73,61.4,56,2943,5.82,5.78,3.56,"Suitable"
0.72,61.7,56,3012,5.74,5.78,3.55,"Suitable"
1.2,60.5,58,2925,6.9,6.79,4.14,"Suitable"
0.7,61.2,60,3131,5.73,5.77,3.52,"Suitable"
0.83,58,62,2799,6.19,6.25,3.61,"Suitable"
0.73,61.4,57,2841,5.76,5.8,3.55,"Suitable"
0.72,61.4,56,3124,5.79,5.77,3.55,"Suitable"
0.75,61.4,57,2831,5.82,5.87,3.59,"Suitable"
0.82,62.3,60,2985,5.97,5.94,3.71,"Suitable"
0.32,62.3,55,559,4.39,4.41,2.74,"Suitable"
0.9,62.8,55,3016,6.18,6.11,3.86,"Suitable"
0.9,62.4,57,2968,6.16,6.13,3.84,"Suitable"
0.74,61.4,56,2956,5.81,5.84,3.57,"Suitable"
0.32,62.5,60,561,4.32,4.38,2.72,"Suitable"
0.81,62.6,55,2795,5.92,5.96,3.72,"Suitable"
0.71,59.5,57,2974,5.81,5.8,3.46,"Suitable"
0.81,60.3,59,3097,5.98,6.05,3.63,"Suitable"
0.7,62.2,58,2889,5.64,5.75,3.54,"Suitable"
0.66,60.5,59,3051,5.69,5.74,3.46,"Suitable"
0.26,59.9,58,554,4.15,4.23,2.51,"Suitable"
0.73,62.7,53,2762,5.8,5.75,3.62,"Suitable"
0.31,62.3,57,558,4.35,4.32,2.7,"Suitable"
0.7,62.8,56,2992,5.66,5.68,3.56,"Suitable"
0.66,61.5,56,2890,5.61,5.58,3.44,"Suitable"
0.71,63.2,60,3006,5.63,5.6,3.55,"Suitable"
0.78,61.1,56,2923,5.94,5.98,3.64,"Suitable"
0.7,62.8,59,3053,5.65,5.69,3.56,"Suitable"
0.23,61.5,55,326,3.95,3.98,2.43,"Suitable"
0.77,60.6,56,2922,5.95,5.9,3.59,"Suitable"
0.76,61.7,57,2814,5.88,5.85,3.62,"Suitable"
0.8,61.9,54.1,2986,5.92,5.98,3.69,"Suitable"
0.87,61.6,58,2999,6.14,6.1,3.77,"Suitable"
0.23,59.4,61,338,4,4.05,2.39,"Suitable"
0.78,61.9,57,2799,5.91,5.86,3.64,"Suitable"
1.01,61.1,60,3054,6.46,6.41,3.93,"Suitable"
0.71,61,60,2858,5.76,5.69,3.49,"Suitable"
0.8,62.9,56,3036,5.9,5.96,3.73,"Suitable"
0.8,62.2,58,2906,5.92,5.95,3.69,"Suitable"
0.3,62.9,57,554,4.27,4.22,2.67,"Suitable"
0.81,62.7,58,2942,5.92,5.95,3.72,"Suitable"
0.7,61.5,56,2924,5.71,5.75,3.52,"Suitable"
0.73,62.6,56,2762,5.77,5.74,3.6,"Suitable"
0.79,61.5,56,2846,5.96,5.91,3.65,"Suitable"
0.9,63.6,58,2860,6.07,6.1,3.87,"Suitable"
0.7,62,57,3160,5.68,5.74,3.54,"Suitable"
0.88,63.3,55,2996,6.11,6.06,3.85,"Suitable"
0.84,62.1,58,3125,6.02,6.09,3.76,"Suitable"
0.77,61.4,58,2846,5.94,5.89,3.63,"Suitable"
0.32,61.9,55,559,4.4,4.43,2.73,"Suitable"
0.71,61.3,55,2792,5.72,5.77,3.52,"Suitable"
0.63,60.9,60,2789,5.55,5.52,3.37,"Suitable"
0.54,61.5,57,2776,5.24,5.26,3.23,"Suitable"
0.66,61.6,57,3103,5.57,5.64,3.45,"Suitable"
0.9,61.9,57,2909,6.19,6.13,3.81,"Suitable"
0.71,59,60,2839,5.82,5.8,3.43,"Suitable"
0.5,62.2,54,2889,5.09,5.11,3.17,"Suitable"
0.3,60.9,59,554,4.31,4.29,2.62,"Suitable"
0.79,62.8,57,2853,5.9,5.85,3.69,"Suitable"
0.75,60.2,60,2968,5.89,5.93,3.56,"Suitable"
0.74,61.2,59,3145,5.84,5.79,3.56,"Suitable"
0.83,61.1,60,2788,6.07,6.1,3.72,"Suitable"
0.31,58.7,60,558,4.47,4.43,2.61,"Suitable"
0.73,59.9,58,2882,5.87,5.84,3.51,"Suitable"
0.7,61.3,54,2928,5.72,5.76,3.52,"Suitable"
0.8,62.5,55,2893,5.89,5.92,3.69,"Suitable"
0.35,60.9,57,552,4.54,4.59,2.78,"Suitable"
0.83,62.1,58,3010,5.98,6.06,3.74,"Suitable"
0.72,63,57,2923,5.69,5.73,3.6,"Suitable"
0.78,62.1,54,3159,5.92,5.94,3.68,"Suitable"
0.72,60.6,57,3145,5.85,5.83,3.54,"Suitable"
0.76,61.7,54,2954,5.88,5.92,3.64,"Suitable"
0.7,62.4,61,2818,5.66,5.63,3.52,"Suitable"
0.64,61.9,56,2766,5.53,5.56,3.43,"Suitable"
0.72,60.5,57,3048,5.89,5.85,3.55,"Suitable"
0.76,60.4,58,2789,5.92,5.94,3.58,"Suitable"
0.72,62,60,2795,5.73,5.69,3.54,"Suitable"
0.9,61.8,58,3176,6.2,6.26,3.85,"Suitable"
0.73,61.9,55,2919,5.83,5.77,3.59,"Suitable"
0.74,61.7,57,3170,5.85,5.79,3.59,"Suitable"
0.71,62.6,58,2853,5.67,5.7,3.56,"Suitable"
0.63,62.1,57,2789,5.48,5.41,3.38,"Suitable"
0.9,61.5,61,3057,6.13,6.16,3.78,"Suitable"
0.56,60.1,58,2959,5.36,5.42,3.24,"Suitable"
0.7,63.4,59,2952,5.63,5.67,3.58,"Suitable"
0.81,61.2,57,3146,6,6.05,3.69,"Suitable"
0.82,62.5,59,3008,5.96,5.94,3.72,"Suitable"
0.81,61.9,57,2977,5.98,6.01,3.71,"Suitable"
0.71,61.6,57,3112,5.71,5.79,3.54,"Suitable"
0.75,62.3,55,2898,5.83,5.8,3.62,"Suitable"
0.62,61.6,56,2861,5.45,5.48,3.37,"Suitable"
0.72,61.2,57,3018,5.79,5.77,3.54,"Suitable"
0.72,61.8,57,3099,5.76,5.73,3.55,"Suitable"
0.79,62.8,56,2878,5.88,5.9,3.7,"Suitable"
0.7,60.7,57,2833,5.73,5.75,3.49,"Suitable"
0.7,61.7,63,2762,5.64,5.61,3.47,"Suitable"
0.75,61.6,55,2902,5.82,5.86,3.6,"Suitable"
0.71,60.9,56,3053,5.77,5.83,3.53,"Suitable"
0.71,63.7,58,3009,5.63,5.68,3.6,"Suitable"
0.8,62.9,60,3091,5.89,5.87,3.7,"Suitable"
0.7,62.3,53,2907,5.69,5.73,3.56,"Suitable"
0.7,61.5,59,2822,5.73,5.68,3.51,"Suitable"
0.7,62.9,59,2874,5.68,5.61,3.55,"Suitable"
0.72,60.5,57,3102,5.85,5.89,3.55,"Suitable"
0.75,62.3,57,2973,5.83,5.86,3.64,"Suitable"
0.71,62.6,55,2920,5.71,5.67,3.56,"Suitable"
0.9,59.5,63,3105,6.31,6.26,3.74,"Suitable"
0.6,60.6,57,2897,5.48,5.51,3.33,"Suitable"
0.85,62.5,57,2833,6.02,6.07,3.78,"Suitable"
0.71,62.7,56,2891,5.71,5.75,3.59,"Suitable"
0.31,61,61,558,4.39,4.33,2.66,"Suitable"
0.93,62.3,57,3101,6.2,6.22,3.87,"Suitable"
0.74,61.3,55,2852,5.85,5.86,3.59,"Suitable"
0.79,61.4,59,3112,5.89,5.96,3.64,"Suitable"
0.77,62.5,56,3000,5.87,5.91,3.68,"Suitable"
0.73,62.2,59,2821,5.77,5.68,3.56,"Suitable"
0.81,62.1,55,3101,5.94,5.98,3.7,"Suitable"
0.7,60.7,56,2822,5.75,5.72,3.48,"Suitable"
0.6,61.9,54.9,2860,5.41,5.44,3.35,"Suitable"
0.73,61.4,55,2902,5.82,5.8,3.57,"Suitable"
0.71,63.5,59,2858,5.68,5.59,3.58,"Suitable"
0.71,61.8,55,3080,5.75,5.78,3.56,"Suitable"
0.32,61.3,55,561,4.41,4.43,2.71,"Suitable"
0.8,61.5,60,2890,5.97,5.94,3.66,"Suitable"
0.81,62.2,57,2894,5.96,6,3.72,"Suitable"
0.25,60.7,59,558,4.13,4.11,2.5,"Suitable"
0.71,63.3,59,2946,5.64,5.67,3.58,"Suitable"
0.9,63.4,60,3105,6.08,6.03,3.84,"Suitable"
0.7,59.5,58,2812,5.75,5.85,3.45,"Suitable"
0.79,60,60,2853,6.07,6.03,3.63,"Suitable"
0.61,62.4,58,3036,5.38,5.42,3.37,"Suitable"
0.72,62.2,58,2804,5.75,5.7,3.56,"Suitable"
0.9,60.7,58,3145,6.3,6.19,3.79,"Suitable"
0.72,62.4,57,2939,5.71,5.74,3.57,"Suitable"
0.71,62.1,57,2832,5.75,5.65,3.54,"Suitable"
0.71,62.1,57,3009,5.67,5.69,3.53,"Suitable"
0.73,62.5,57,2805,5.75,5.7,3.58,"Suitable"
0.7,61.6,55,3145,5.71,5.76,3.53,"Suitable"
0.7,61.6,55,3073,5.72,5.75,3.53,"Suitable"
0.73,59.2,59,2770,5.92,5.87,3.49,"Suitable"
0.72,63.6,58,2787,5.66,5.69,3.61,"Suitable"
0.71,61.6,55,2767,5.74,5.76,3.54,"Suitable"
0.71,63.4,55,2841,5.69,5.61,3.58,"Suitable"
0.74,63.9,57,2880,5.72,5.74,3.66,"Suitable"
0.73,60.8,55,2865,5.87,5.81,3.55,"Suitable"
0.7,60.6,57,2828,5.74,5.77,3.49,"Suitable"
0.32,61.5,58,561,4.35,4.4,2.69,"Suitable"
0.71,62.9,57,2860,5.66,5.6,3.54,"Suitable"
0.74,63.1,58,2849,5.75,5.73,3.62,"Suitable"
0.9,60.6,60,3001,6.23,6.28,3.79,"Suitable"
0.83,63.1,60,3153,5.91,5.98,3.75,"Suitable"
0.71,63.3,57,3146,5.65,5.69,3.59,"Suitable"
0.73,61.7,55,2821,5.84,5.82,3.6,"Suitable"
0.3,62.5,57,554,4.29,4.25,2.67,"Suitable"
0.7,61.3,57,2960,5.72,5.76,3.52,"Suitable"
0.7,61,55,2874,5.77,5.73,3.51,"Suitable"
0.71,61.5,57,2839,5.74,5.71,3.52,"Suitable"
0.8,61.2,57,2969,6.02,6.07,3.7,"Suitable"
0.75,62.3,57,2933,5.81,5.87,3.64,"Suitable"
0.75,61.7,56,3150,5.86,5.84,3.61,"Suitable"
1.03,60.8,57,3018,6.51,6.55,3.97,"Suitable"
0.31,61.8,58,553,4.35,4.32,2.68,"Suitable"
0.3,62,56,559,4.28,4.3,2.66,"Suitable"
0.89,60.2,59,2815,6.26,6.23,3.76,"Suitable"
0.72,61.2,57,3126,5.72,5.81,3.53,"Suitable"
0.61,62,54,3011,5.43,5.47,3.38,"Suitable"
0.33,61.4,56,554,4.85,4.79,2.95,"Suitable"
0.72,62.2,58,3037,5.72,5.75,3.57,"Suitable"
0.77,62.8,59,3124,5.81,5.84,3.66,"Suitable"
0.73,60.8,56,2779,5.82,5.84,3.55,"Suitable"
0.31,63.1,54,558,4.34,4.31,2.73,"Suitable"
0.82,62.4,54,2824,6.02,5.97,3.74,"Suitable"
0.77,59.6,60,3044,5.95,5.97,3.55,"Suitable"
0.73,61.5,55,2908,5.8,5.84,3.58,"Suitable"
0.73,60.8,59,3014,5.8,5.85,3.54,"Suitable"
0.7,61.5,56,3038,5.71,5.73,3.52,"Suitable"
0.71,61.1,56,3137,5.78,5.81,3.53,"Suitable"
0.78,61.9,56,3105,5.91,5.94,3.67,"Suitable"
0.71,59.1,61,2839,5.84,5.81,3.44,"Suitable"
0.85,61.8,54,3167,6.1,6.14,3.78,"Suitable"
0.9,61.1,63,3105,6.19,6.12,3.76,"Suitable"
0.71,59.2,59,2817,5.86,5.83,3.46,"Suitable"
0.79,62.1,54,3107,5.92,5.96,3.69,"Suitable"
0.92,62.9,58,2858,6.22,6.18,3.9,"Suitable"
0.75,61.7,58,2760,5.85,5.79,3.59,"Suitable"
0.77,60.4,58,3002,5.91,5.95,3.58,"Suitable"
0.82,63.1,58,2954,5.97,5.95,3.76,"Suitable"
0.7,61.4,54,2822,5.75,5.71,3.52,"Suitable"
0.7,61.5,56,3129,5.7,5.74,3.52,"Suitable"
0.3,62.9,59,554,4.28,4.24,2.68,"Suitable"
0.81,61.9,60,2795,5.91,5.86,3.64,"Suitable"
0.31,63.3,57,553,4.33,4.3,2.73,"Suitable"
0.72,63,54,2784,5.69,5.73,3.6,"Suitable"
0.92,61.9,56,2840,6.27,6.2,3.86,"Suitable"
0.63,60.3,62,2879,5.55,5.53,3.34,"Suitable"
0.73,61.6,59,2821,5.77,5.73,3.54,"Suitable"
0.77,62.6,57,2949,5.81,5.92,3.67,"Suitable"
0.23,60.9,57,357,3.96,3.99,2.42,"Suitable"
0.64,62.1,53,3157,5.51,5.54,3.43,"Suitable"
0.71,63.5,55,2803,5.66,5.64,3.59,"Suitable"
0.8,63.1,58,3111,5.89,5.96,3.74,"Suitable"
0.92,62.1,60,3083,6.21,6.26,3.87,"Suitable"
0.8,61,57,2818,6.07,6,3.68,"Suitable"
0.76,63,59,3162,5.76,5.79,3.64,"Suitable"
0.32,61.6,54,560,4.4,4.43,2.72,"Suitable"
0.72,60.8,57,3091,5.79,5.82,3.53,"Suitable"
1.27,59.3,61,2845,7.12,7.05,4.2,"Suitable"
0.74,60,57,2839,5.85,5.89,3.52,"Suitable"
0.83,61.6,55,3171,6.04,6.08,3.73,"Suitable"
0.96,62.8,60,3016,6.3,6.24,3.94,"Suitable"
0.74,61.9,55,2997,5.8,5.83,3.6,"Suitable"
0.7,60.8,59,2850,5.69,5.79,3.49,"Suitable"
0.7,60.1,58,2959,5.73,5.79,3.46,"Suitable"
0.75,61.9,55,3011,5.82,5.85,3.61,"Suitable"
0.73,62.7,55,2852,5.7,5.79,3.6,"Suitable"
0.72,60.9,60,2822,5.8,5.76,3.52,"Suitable"
0.91,58.6,63,2963,6.38,6.32,3.72,"Suitable"
0.78,60.9,55,3145,6,5.93,3.63,"Suitable"
0.7,62.7,55,2774,5.68,5.74,3.58,"Suitable"
0.82,59.7,57,2867,6.14,6.12,3.66,"Suitable"
0.51,59.9,58,2834,5.16,5.19,3.1,"Suitable"
0.8,61.2,53,2918,5.98,6.05,3.68,"Suitable"
0.72,61.4,55,2952,5.76,5.8,3.55,"Suitable"
0.7,61.2,57,3140,5.7,5.74,3.5,"Suitable"
0.7,61.6,56,2789,5.72,5.75,3.53,"Suitable"
0.9,62.5,58,3001,6.1,6.15,3.83,"Suitable"
0.8,62.5,59,2862,5.88,5.92,3.69,"Suitable"
0.73,61.4,58,2914,5.76,5.8,3.55,"Suitable"
0.73,61.4,55,3164,5.79,5.82,3.56,"Suitable"
0.72,63.2,58,2923,5.67,5.72,3.6,"Suitable"
0.78,62.4,58,3045,5.83,5.86,3.65,"Suitable"
0.77,60.9,60,2859,5.91,5.88,3.59,"Suitable"
0.71,61,61,2863,5.82,5.75,3.53,"Suitable"
0.72,62.2,56,2956,5.75,5.73,3.57,"Suitable"
0.91,61.6,58,3058,6.28,6.23,3.85,"Suitable"
0.24,60.7,58,554,4.07,4.04,2.46,"Suitable"
0.71,63.7,58,2922,5.6,5.64,3.58,"Suitable"
0.71,61.3,55,3007,5.73,5.79,3.53,"Suitable"
0.7,60.6,58,2822,5.8,5.72,3.49,"Suitable"
1.08,61.7,59,3118,6.54,6.59,4.05,"Suitable"
0.74,61.7,58,2815,5.79,5.81,3.58,"Suitable"
0.91,63.5,55,3082,6.22,6.12,3.92,"Suitable"
0.9,59.2,61,3160,6.23,6.27,3.7,"Suitable"
0.75,63.2,56,2760,5.8,5.75,3.65,"Suitable"
0.3,62.6,57,405,4.25,4.28,2.67,"Suitable"
0.32,59.8,59,561,4.48,4.52,2.69,"Suitable"
1.01,61.6,61,2828,6.39,6.31,3.91,"Suitable"
0.7,62.3,57,3123,5.61,5.65,3.51,"Suitable"
0.82,61.9,58,2853,5.99,5.97,3.7,"Suitable"
0.76,62.5,57,3033,5.8,5.82,3.63,"Suitable"
0.6,61.7,55,2774,5.41,5.44,3.35,"Suitable"
0.9,62.5,58,2948,6.15,6.1,3.83,"Suitable"
0.31,61.7,59,558,4.39,4.36,2.7,"Suitable"
0.24,62.1,56,559,3.97,4,2.47,"Suitable"
0.7,61.7,58,2838,5.69,5.63,3.49,"Suitable"
0.81,62.3,54,3053,5.94,5.98,3.72,"Suitable"
0.72,62.5,57,2946,5.7,5.73,3.57,"Suitable"
0.58,60.6,59,2852,5.37,5.43,3.27,"Suitable"
0.73,61.5,58,2770,5.79,5.75,3.55,"Suitable"
0.71,60.7,56,2795,5.81,5.82,3.53,"Suitable"
0.77,63.6,57,2915,5.79,5.88,3.71,"Suitable"
0.32,62.7,58,554,4.37,4.34,2.73,"Suitable"
0.72,61.6,59,3105,5.78,5.72,3.54,"Suitable"
0.26,62.9,58,554,4.02,4.06,2.54,"Suitable"
0.75,61.1,59,3005,5.85,5.9,3.59,"Suitable"
0.94,62.3,59,3150,6.23,6.32,3.91,"Suitable"
0.23,60.4,58,354,3.97,4.01,2.41,"Suitable"
0.71,61.7,59,2768,5.71,5.67,3.51,"Suitable"
0.71,60.6,58,2913,5.77,5.79,3.5,"Suitable"
0.9,62.8,59,2871,6.13,6.03,3.82,"Suitable"
0.93,62,57,2917,6.22,6.26,3.87,"Suitable"
0.71,61.8,56.1,3123,5.72,5.74,3.54,"Suitable"
0.82,61.7,59,2861,6.01,5.98,3.7,"Suitable"
0.91,63,57,3033,6.19,6.1,3.87,"Suitable"
0.72,61.6,55,3133,5.76,5.8,3.56,"Suitable"
0.7,62.4,57,2867,5.68,5.61,3.52,"Suitable"
0.72,62.8,56,2805,5.74,5.7,3.59,"Suitable"
0.8,62,60,2935,5.92,5.86,3.65,"Suitable"
0.32,60.2,57,561,4.42,4.45,2.67,"Suitable"
0.8,62.8,54,2975,5.9,5.97,3.74,"Suitable"
0.79,62.5,57,2976,5.88,5.92,3.69,"Suitable"
0.71,62,57,3153,5.69,5.73,3.54,"Suitable"
0.32,62.6,58,561,4.37,4.39,2.74,"Suitable"
0.76,61,58,3111,5.88,5.93,3.6,"Suitable"
0.72,62.6,56,2956,5.75,5.72,3.59,"Suitable"
0.52,61.2,56,2867,5.21,5.19,3.18,"Suitable"
0.75,61.3,57,3053,5.84,5.91,3.6,"Suitable"
0.72,61.5,56.5,3062,5.76,5.79,3.55,"Suitable"
0.61,61.3,54,2823,5.51,5.59,3.4,"Suitable"
0.72,61.3,56,3151,5.78,5.8,3.55,"Suitable"
0.68,57.3,60,3112,5.83,5.89,3.36,"Suitable"
0.71,63.4,58,3009,5.64,5.68,3.59,"Suitable"
0.53,61.8,57,2830,5.16,5.19,3.2,"Suitable"
0.83,62.3,57,2800,5.99,6.08,3.76,"Suitable"
0.7,58.4,59,2854,5.91,5.83,3.43,"Suitable"
0.73,59.6,61,2821,5.92,5.85,3.51,"Suitable"
0.71,62.6,57,2930,5.67,5.7,3.56,"Suitable"
0.71,59.2,59,2792,5.83,5.86,3.46,"Suitable"
0.7,62.6,59,2940,5.6,5.64,3.52,"Suitable"
0.92,60.4,59,3174,6.36,6.33,3.83,"Suitable"
0.7,63.9,57,3173,5.55,5.66,3.58,"Suitable"
0.75,60.6,55,2991,5.91,5.93,3.59,"Suitable"
0.58,60.9,56,2808,5.41,5.43,3.3,"Suitable"
0.71,61.8,56.2,3123,5.7,5.75,3.53,"Suitable"
0.74,61.2,56,2889,5.83,5.87,3.58,"Suitable"
0.59,61.1,57,2911,5.39,5.41,3.3,"Suitable"
1.08,61.9,60,2869,6.55,6.48,4.03,"Suitable"
0.62,62,56,2904,5.48,5.52,3.41,"Suitable"
0.81,62.1,57,2843,5.91,5.95,3.68,"Suitable"
0.71,63.3,59,2922,5.62,5.66,3.57,"Suitable"
0.71,62.3,57,2930,5.69,5.74,3.56,"Suitable"
0.9,58.7,63,2930,6.23,6.2,3.65,"Suitable"
0.7,63.5,54,2889,5.62,5.66,3.58,"Suitable"
0.71,62.1,53,3013,5.7,5.77,3.56,"Suitable"
0.91,59.5,62,2863,6.4,6.18,3.74,"Suitable"
0.7,61.9,58,2900,5.71,5.72,3.54,"Suitable"
0.91,63,54,2976,6.17,6.12,3.86,"Suitable"
0.64,62.1,58,2870,5.56,5.51,3.44,"Suitable"
0.91,62.8,59,3047,6.14,6.12,3.85,"Suitable"
0.3,62.3,56,555,4.29,4.31,2.68,"Suitable"
0.81,60.3,57,2864,6.07,6.04,3.65,"Suitable"
0.76,61.6,59,2942,5.84,5.82,3.59,"Suitable"
0.71,59.9,59,3053,5.79,5.83,3.48,"Suitable"
0.7,61.2,57,2947,5.69,5.72,3.49,"Suitable"
0.3,62.5,57,552,4.29,4.32,2.69,"Suitable"
0.8,60.1,58,3082,6.07,6.05,3.64,"Suitable"
0.74,61.3,56,2769,5.82,5.86,3.57,"Suitable"
0.72,62.1,58,2857,5.76,5.73,3.57,"Suitable"
0.7,62.4,56,2854,5.64,5.7,3.54,"Suitable"
0.8,61.2,60,2912,5.97,5.95,3.65,"Suitable"
0.71,62.7,57,2930,5.69,5.73,3.58,"Suitable"
0.77,61.7,56,2830,5.84,5.89,3.62,"Suitable"
0.24,60.9,61,404,4.02,4.03,2.45,"Suitable"
0.73,63.9,57,2841,5.66,5.71,3.63,"Suitable"
0.75,62.1,57,3081,5.8,5.82,3.61,"Suitable"
0.71,62.4,57,2950,5.68,5.73,3.56,"Suitable"
